action,priority,surface,in_use,issue,key,file,current_en,suggested_en,new_en,current_fr,new_fr,current_de,new_de,current_es,new_es,current_ja,new_ja,current_zh-TW,new_zh-TW,current_zh-CN,new_zh-CN,current_pt,new_pt,current_nl,new_nl,current_sv,new_sv,current_it,new_it,current_uk,new_uk,current_ru,new_ru,current_ko,new_ko,current_tr,new_tr,notes
rewrite,P0,language,yes,needs-rewrite|title-case,Language Publishing Status,public/locales/{code}/translation.json,Language Publishing Status,Language publishing status,Language publishing status,Statut de publication de la langue,Statut de publication des langues,Sprachveröffentlichungsstatus,Veröffentlichungsstatus der Sprachen,Estado de publicación de idioma,Estado de publicación de idiomas,言語の公開ステータス,言語の公開ステータス,語言發布狀態,語言發布狀態,语言发布状态,语言发布状态,Status de publicação do idioma,Status de publicação do idioma,Publicatiestatus van taal,Publicatiestatus van taal,Språkpubliceringsstatus,Språkpubliceringsstatus,Stato pubblicazione lingua,Stato pubblicazione lingua,Статус публікації мови,Статус публікації мови,Статус публикации языка,Статус публикации языка,언어 게시 상태,언어 게시 상태,Dil yayınlama durumu,Dil yayınlama durumu,
rewrite,P0,nav,yes,needs-rewrite|title-case,Manage Translation,public/locales/{code}/translation.json,Manage Translation,Manage translation,Manage translation,Gérer la traduction,Gérer la traduction,Übersetzung verwalten,Übersetzung verwalten,Gestionar traducción,Gestionar traducción,翻訳を管理,翻訳を管理,管理翻譯,管理翻譯,管理翻译,管理翻译,Gerir tradução,Gerir tradução,Vertaling beheren,Vertaling beheren,Hantera översättning,Hantera översättning,Gestisci traduzione,Gestisci traduzione,Керувати перекладом,Керувати перекладом,Управление переводом страницы,Управление переводом страницы,번역 관리,번역 관리,Çeviriyi yönet,Çeviriyi yönet,
rewrite,P0,nav,yes,needs-rewrite,Switcher,public/locales/{code}/translation.json,Switcher,Language switcher,Language switcher,Sélecteur,Sélecteur de langue,Umschalter,Sprachumschalter,Selector,Selector de idioma,スイッチャー,言語スイッチャー,切換器,語言切換器,切换器,语言切换器,Seletor,Seletor de idioma,Wisselaar,Taalwisselaar,Växlare,Språkväxlare,Selettore,Selettore lingua,Перемикач,Перемикач мов,Переключатель,Переключатель языка,스위처,언어 전환기,Değiştirici,Dil değiştirici,
rewrite,P0,nav,yes,title-case,v4.title,public/locales/{code}/translation.json,Ciwi AI Translator,Ciwi AI translator,Ciwi AI translator,Traduction intelligente,Traducteur IA Ciwi,Intelligente Übersetzung,Ciwi KI-Übersetzer,Traducción inteligente,Traductor con IA de Ciwi,スマート翻訳,Ciwi AI翻訳,智慧翻譯,智慧翻譯,Ciwi AI Translator,Ciwi AI Translator,Tradução inteligente,Tradução inteligente,Slimme vertaling,Slimme vertaling,Smart översättning,Smart översättning,Traduzione intelligente,Traduzione intelligente,Розумний переклад,Розумний переклад,Умный перевод,Умный перевод,스마트 번역,스마트 번역,Akıllı çeviri,Akıllı çeviri,
rewrite,P0,other,yes,needs-rewrite|title-case,Add Language,public/locales/{code}/translation.json,Add Language,Add language,Add language,Ajouter une langue,Ajouter une langue,Sprache hinzufügen,Sprache hinzufügen,Agregar idioma,Añadir idioma,言語を追加,言語を追加,新增語言,新增語言,添加语言,添加语言,Adicionar idioma,Adicionar idioma,Taal toevoegen,Taal toevoegen,Lägg till språk,Lägg till språk,Aggiungi lingua,Aggiungi lingua,Додати мову,Додати мову,Добавить язык,Добавить язык,언어 추가,언어 추가,Dil ekle,Dil ekle,
rewrite,P0,other,yes,needs-rewrite|title-case,Publish to Selected Domains,public/locales/{code}/translation.json,Publish to Selected Domains,Publish to selected domains,Publish to selected domains,Publier sur les domaines sélectionnés,Publier sur les domaines sélectionnés,In ausgewählte Domänen veröffentlichen,Auf ausgewählten Domains veröffentlichen,Publicar en dominios seleccionados,Publicar en los dominios seleccionados,選択したドメインに公開,選択したドメインに公開,發布到所選網域,發布到所選網域,发布到所选域名,发布到所选域名,Publicar nos domínios selecionados,Publicar nos domínios selecionados,Publiceren op geselecteerde domeinen,Publiceren op geselecteerde domeinen,Publicera till valda domäner,Publicera till valda domäner,Pubblica sui domini selezionati,Pubblica sui domini selezionati,Опублікувати в обраних доменах,Опублікувати в обраних доменах,Опубликовать в выбранных доменах,Опубликовать в выбранных доменах,선택한 도메인에 게시,선택한 도메인에 게시,Seçili etki alanlarına yayınla,Seçili etki alanlarına yayınla,
rewrite,P0,pricing,yes,needs-rewrite|title-case,Buy Credits,public/locales/{code}/translation.json,Buy Credits,Buy credits,Buy credits,Acheter des crédits,Acheter des crédits,Credits kaufen,Credits kaufen,Comprar créditos,Comprar créditos,クレジットを購入,クレジットを購入,購買積分,購買積分,购买积分,购买积分,Comprar créditos,Comprar créditos,Credits kopen,Credits kopen,Köp krediter,Köp krediter,Acquista crediti,Acquista crediti,Купити кредити,Купити кредити,Купить кредиты,Купить кредиты,크레딧 구매,크레딧 구매,Kredi satın al,Kredi satın al,
rewrite,P0,pricing,yes,needs-rewrite,v4.quotaGate.trialTitle,public/locales/{code}/translation.json,No credits left. Start your 5 days free trial,No credits left. Start your 5-day free trial,No credits left. Start your 5-day free trial,Plus de crédits. Commencez votre essai gratuit de 5 jours,Plus de crédits. Commencez votre essai gratuit de 5 jours,Keine Credits mehr. Starten Sie Ihre 5-tägige kostenlose Testphase,Keine Credits mehr. Starten Sie Ihre kostenlose 5-Tage-Testversion,Sin créditos. Inicie su prueba gratuita de 5 días,No quedan créditos. Inicia tu prueba gratuita de 5 días,クレジットがありません。5日間の無料トライアルを開始してください,クレジットがありません。5日間の無料トライアルを開始してください,額度已用完，立即開始 5 天免費試用,額度已用完，立即開始 5 天免費試用,积分已用完，立即开启 5 天免费试用,积分已用完，立即开启 5 天免费试用,Sem créditos. Inicie o seu período de teste gratuito de 5 dias,Sem créditos. Inicie o seu período de teste gratuito de 5 dias,Geen credits meer. Start uw gratis proefperiode van 5 dagen,Geen credits meer. Start uw gratis proefperiode van 5 dagen,Inga krediter kvar. Starta din 5 dagars kostnadsfria provperiod,Inga krediter kvar. Starta din 5 dagars kostnadsfria provperiod,Crediti esauriti. Inizia la prova gratuita di 5 giorni,Crediti esauriti. Inizia la prova gratuita di 5 giorni,Кредити закінчилися. Розпочніть безкоштовний 5-денний пробний період,Кредити закінчилися. Розпочніть безкоштовний 5-денний пробний період,Кредиты закончились. Начните бесплатный 5-дневный пробный период,Кредиты закончились. Начните бесплатный 5-дневный пробный период,크레딧이 없습니다. 5일 무료 체험을 시작하세요,크레딧이 없습니다. 5일 무료 체험을 시작하세요,Kredi kalmadı. 5 günlük ücretsiz denemenizi başlatın,Kredi kalmadı. 5 günlük ücretsiz denemenizi başlatın,
rewrite,P0,pricing,yes,needs-rewrite|title-case,v4.quotaGate.viewPlans,public/locales/{code}/translation.json,View Plans,View plans,View plans,Voir les forfaits,Voir les forfaits,Pläne ansehen,Tarife anzeigen,Ver planes,Ver planes,プランを見る,プランを見る,查看方案,前往訂閱,查看套餐,查看套餐,Ver planos,Ir para assinatura,Plannen bekijken,Ga naar abonnement,Visa planer,Gå till prenumeration,Vedi piani,Vai all'abbonamento,Переглянути тарифи,Перейти до підписки,Посмотреть тарифы,Перейти к подписке,플랜 보기,구독으로 이동,Planları görüntüle,Aboneliğe git,
rewrite,P0,v4,no,needs-rewrite|title-case,v4.navLabel,public/locales/{code}/translation.json,Ciwi AI Translator (v4),Ciwi AI Translator,Ciwi AI Translator,Traduction intelligente (v4),Ciwi AI Translator,Intelligente Übersetzung (v4),Ciwi AI Translator,Traducción inteligente (v4),Ciwi AI Translator,スマート翻訳 (v4),Ciwi AI Translator,智慧翻譯 (v4),Ciwi AI Translator,智能翻译 (v4),Ciwi AI Translator,Tradução inteligente (v4),Ciwi AI Translator,Slimme vertaling (v4),Ciwi AI Translator,Smart översättning (v4),Ciwi AI Translator,Traduzione intelligente (v4),Ciwi AI Translator,Розумний переклад (v4),Ciwi AI Translator,Умный перевод (v4),Ciwi AI Translator,스마트 번역 (v4),Ciwi AI Translator,Akıllı çeviri (v4),Ciwi AI Translator,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P1,hardcoded,yes,hardcoded-not-i18n,HARDCODED:app/routes/app.shop-profile/route.tsx:AppSubpageTitleBar,app/routes/app.shop-profile/route.tsx,店铺画像 (Shop Profile),Shop profile,Shop profile,,Profil de la boutique,,Shop-Profil,,Perfil de la tienda,,ショッププロフィール,,商店概況,店铺画像 (Shop Profile),店铺概况,,Perfil da loja,,Winkelprofiel,,Butiksprofil,,Profilo del negozio,,Профіль магазину,,Профиль магазина,,스토어 프로필,,Mağaza profili,"Hardcoded in source; replace in that file, not locale JSON"
rewrite,P1,hardcoded,yes,hardcoded-not-i18n,HARDCODED:app/routes/app.shop-profile/route.tsx:sourceChars,app/routes/app.shop-profile/route.tsx,源文字符数,,,,,,,,,,,,,源文字符数,,,,,,,,,,,,,,,,,,"Hardcoded in source; replace in that file, not locale JSON"
rewrite,P1,hardcoded,yes,hardcoded-not-i18n,HARDCODED:app/routes/app.shop-profile/route.tsx:translatableItems,app/routes/app.shop-profile/route.tsx,可翻译条目,,,,,,,,,,,,,可翻译条目,,,,,,,,,,,,,,,,,,"Hardcoded in source; replace in that file, not locale JSON"
rewrite,P1,hardcoded,yes,hardcoded-not-i18n,HARDCODED:app/routes/app.switcher/route.tsx:arrowIconAlt,app/routes/app.switcher/route.tsx,Arrow Icon,Arrow,Arrow,,Flèche,,Pfeil,,Flecha,,矢印,,箭頭,,箭头,,Seta,,Pijl,,Pil,,Freccia,,Стрілка,,Стрелка,,화살표,,Ok,"Hardcoded in source; replace in that file, not locale JSON"
rewrite,P1,hardcoded,yes,hardcoded-not-i18n,HARDCODED:app/routes/app.translate-v4/components/CreateTaskConfirmModal.tsx:launchCredits,app/routes/app.translate-v4/components/CreateTaskConfirmModal.tsx,Launch Credits (first subscribe),Launch credits (first subscribe),Launch credits (first subscribe),,Crédits de lancement (premier abonnement),,Start-Credits (erstes Abonnement),,Créditos de lanzamiento (primera suscripción),,開始クレジット（初回購読）,,啟動點數（首次訂閱）,,启动积分（首次订阅）,,Créditos de lançamento (primeira subscrição),,Startcredits (eerste abonnement),,Startkrediter (första prenumerationen),,Crediti di lancio (primo abbonamento),,Стартові кредити (перша підписка),,Стартовые кредиты (первая подписка),,시작 크레딧(첫 구독),,Başlangıç kredileri (ilk abonelik),"Hardcoded in source; replace in that file, not locale JSON"
rewrite,P1,home,yes,needs-rewrite|click-tap,v4Mvp.themeExtension.themeEditorHint,public/locales/{code}/translation.json,"Theme editor opens App embeds. Enable Ciwi Switcher, then click Save.","Theme editor opens App embeds. Enable Ciwi Switcher, then select Save.","Theme editor opens App embeds. Enable Ciwi Switcher, then select Save.","L’éditeur de thème ouvre les intégrations d’applications. Activez Ciwi Switcher, puis cliquez sur Enregistrer.","L’éditeur de thème ouvre App embeds. Activez Ciwi Switcher, puis sélectionnez Enregistrer.",Der Theme-Editor öffnet die App-Einbettungen. Aktiviere Ciwi Switcher und klicke dann auf Speichern.,Der Theme-Editor öffnet App embeds. Aktivieren Sie Ciwi Switcher und wählen Sie anschließend Speichern.,El editor de temas abre las incrustaciones de apps. Activa Ciwi Switcher y luego haz clic en Guardar.,"El editor de temas abre App embeds. Activa Ciwi Switcher y, a continuación, selecciona Guardar.",テーマエディタでアプリ埋め込みが開きます。Ciwi Switcher を有効にして保存をクリックします。,テーマエディターで App embeds が開きます。Ciwi Switcher を有効にしてから「保存」を選択します。,主題編輯器會開啟「應用程式內嵌」。啟用 Ciwi Switcher，然後點擊儲存。,主題編輯器會開啟 App embeds。啟用 Ciwi Switcher，然後選擇「儲存」。,主题编辑器会打开「应用嵌入」。启用 Ciwi Switcher，然后点击保存。,主题编辑器会打开 App embeds。启用 Ciwi Switcher，然后选择“保存”。,O editor de temas abre as incorporações de apps. Ative o Ciwi Switcher e clique em Guardar.,"O editor de temas abre App embeds. Ative o Ciwi Switcher e, em seguida, selecione Guardar.",De thema-editor opent App-insluitingen. Schakel Ciwi Switcher in en klik op Opslaan.,De thema-editor opent App embeds. Schakel Ciwi Switcher in en selecteer vervolgens Opslaan.,Temaredigeraren öppnar appinbäddningar. Aktivera Ciwi Switcher och klicka sedan på Spara.,Temaredigeraren öppnar App embeds. Aktivera Ciwi Switcher och välj sedan Spara.,"L’editor del tema apre gli incorporamenti app. Attiva Ciwi Switcher, poi fai clic su Salva.","L’editor del tema apre App embeds. Attiva Ciwi Switcher, quindi seleziona Salva.","Редактор теми відкриває вбудовування додатків. Увімкніть Ciwi Switcher, потім натисніть Зберегти.","Редактор теми відкриває App embeds. Увімкніть Ciwi Switcher, потім виберіть «Зберегти».","Редактор темы открывает встраивания приложений. Включите Ciwi Switcher, затем нажмите Сохранить.","Редактор темы открывает App embeds. Включите Ciwi Switcher, затем выберите «Сохранить».",테마 편집기에서 앱 임베드가 열립니다. Ciwi Switcher를 켠 다음 저장을 클릭하세요.,테마 편집기에서 App embeds가 열립니다. Ciwi Switcher를 활성화한 다음 저장을 선택하세요.,"Tema düzenleyici uygulama yerleştirmelerini açar. Ciwi Switcher’ı açın, ardından Kaydet’e tıklayın.","Tema düzenleyici App embeds bölümünü açar. Ciwi Switcher’ı etkinleştirin, ardından Kaydet’i seçin.",
